"id","affiliate_url","product_category","price","estimated_revenue","rating","email","individual","email_sent","article_markdown","title","cleaned_product_name","added_to_website","image","created_at","updated_at"
"11","https://www.amazon.com/dp/yvAbBTdU33?tag=affiliate-20","kitchen gadgets","177.84","15821.05","1.2","goldner.trenton@gmail.com","Fannie",True,"Ducimus voluptatibus possimus incidunt est ullam repellendus. A non dolor praesentium et esse dolore adipisci quia.

Omnis et dignissimos aut pariatur autem sequi. Maxime optio animi sunt et voluptate omnis. Est consequatur sed molestias expedita. Fugit rerum quisquam alias culpa ut quam aperiam quis.

Nihil hic et voluptatem laborum qui ipsum. Nesciunt sed quas sint magni et iste.

Ut doloremque odit et itaque ut. Et id quas minus ea. Quia ut quis dolores.

Eligendi a magni eos itaque laudantium hic. Fugiat tempore veniam magni consectetur magni. Saepe assumenda est non. Sed praesentium distinctio et impedit laboriosam rerum.","Adjustable Dumbbell Set-voluptatem alias omnis maxime et","Adjustable Dumbbell Set",False,"https://picsum.photos/id300/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
"12","https://www.amazon.com/dp/WAbNfZCere?tag=affiliate-20","fitness equipment","395.52","17200.51","1.4","brad82@kemmer.biz","Winfield",False,"Rerum quae quia officiis quia veniam. Rerum animi dignissimos iusto atque sit similique.

Temporibus et suscipit esse sed ducimus. Quos aut perferendis nam asperiores esse consequatur ducimus. Placeat ut iusto vel et qui. Nostrum dolores reprehenderit distinctio reprehenderit fuga fugiat pariatur.

Debitis et dicta rem dolore. Voluptatibus sint aut est. Ad laborum exercitationem neque veritatis sit quis.

Tempora mollitia reprehenderit aut. Dolorem commodi veritatis labore. Molestiae at occaecati autem dignissimos impedit qui. Quae reprehenderit nostrum cupiditate esse unde.

Cupiditate ad vitae temporibus cupiditate. Cupiditate sed qui ducimus quae laudantium. Sint odit est dolorum quaerat assumenda quo.","Premium Kitchen Knife Set-neque aut voluptatibus sequi aut","Premium Kitchen Knife Set",False,"https://picsum.photos/id427/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
"13","https://www.amazon.com/dp/FptValDmpv?tag=affiliate-20","kitchen gadgets","140.20","14632.53","1.2","gust.kuphal@yahoo.com","Kaela",False,"Ipsa cum quibusdam nemo eum. Corporis est qui est eligendi recusandae ducimus molestiae beatae. Enim magni dolor aut velit voluptatem fugit. Eos doloribus occaecati doloribus laudantium et.

Sed exercitationem voluptas adipisci vitae veniam id sed mollitia. Dolor non pariatur est ut ut. Laborum neque voluptatem enim atque laudantium. Hic eos autem aut est assumenda.

Qui velit expedita dolores sapiente suscipit autem. Id animi excepturi distinctio repellat dolor. Dicta sapiente fugiat vel quod iste. Accusantium ut fugit debitis mollitia.

Voluptatem dolor qui dolores. Commodi autem ipsam voluptatem. Est alias est debitis debitis. Qui vero quis labore magnam accusantium. Sunt omnis amet aliquid voluptatem laudantium.

Cumque quia neque tempore ex ratione perspiciatis. Quis quia autem totam placeat explicabo. Sint qui veniam ut quisquam dolorum dolorem qui exercitationem.","Ergonomic Office Chair-excepturi dignissimos nobis perferendis suscipit","Ergonomic Office Chair",False,"https://picsum.photos/id777/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
"14","https://www.amazon.com/dp/5r2bXfRDXL?tag=affiliate-20","fitness equipment","217.63","17273.87","1.2","gerlach.anahi@gmail.com","Ahmad",False,"Voluptatum ea et at. Tempora in ut nobis dolor exercitationem quibusdam. Et non nesciunt nam consequatur. Nulla ut dolore est est.

Alias mollitia alias et recusandae. Similique eligendi asperiores eligendi quibusdam debitis maiores. Eaque nostrum aliquid architecto temporibus nobis architecto.

Aliquam nemo esse est ad. Quo est dolorem voluptas id blanditiis voluptatem. Sit dolor magnam est saepe animi quo. Voluptas et officiis omnis dolor dolorem aut. Ducimus consequatur beatae aut quasi.

Molestias et modi debitis temporibus iste. Facilis suscipit nam quasi. Aliquam similique atque quis non. Molestias quia voluptate facilis sit. Iste quas quod corporis commodi ut dolores voluptatem.

Cum repudiandae praesentium harum. Neque at possimus consequuntur accusamus quibusdam. Molestiae officia a mollitia illum. Enim sit mollitia animi.","Modern Wall Art Canvas-assumenda recusandae iure fugit delectus","Modern Wall Art Canvas",True,"https://picsum.photos/id525/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
"15","https://www.amazon.com/dp/YD5oJW494w?tag=affiliate-20","kitchen gadgets","42.73","17399.55","3.0","alfonzo29@cruickshank.com","Kailey",True,"Atque occaecati dolorum dolore consequatur voluptatem. Perspiciatis atque omnis sequi magnam autem fugit fuga saepe. Minima iure quia quo.

Labore velit similique et eius sequi earum. Fugiat repellat voluptatem hic voluptas qui voluptatem. Quasi provident iste ad expedita praesentium et. Tempora et sed dolore voluptate nam.

Harum vel aut omnis consequatur. Qui nisi quas blanditiis magni sunt voluptatem est. Illo unde est corrupti a. Beatae rerum maiores vitae quia aut.

Odit pariatur quia nulla aut libero voluptatibus voluptates. Aut sequi ea saepe. Esse sunt molestiae nobis qui quasi sit. Sint velit repudiandae necessitatibus rem omnis.

Consequuntur ratione facilis praesentium qui ad. Facere eum quas vero tempore. Deleniti vel fugit rerum minima hic ut sapiente. Qui distinctio et vero perferendis temporibus.","Wireless Bluetooth Headphones-neque qui iste distinctio et","Wireless Bluetooth Headphones",False,"https://picsum.photos/id291/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
"16","https://www.amazon.com/dp/DrztkCLwd9?tag=affiliate-20","fitness equipment","99.65","17254.58","2.3","goldner.magdalena@hotmail.com","Brisa",False,"Nam et aut aut enim nemo. Tempora provident inventore nostrum veritatis totam in tenetur hic. Aut alias aut similique sed voluptate et.

Ut vel soluta odit maxime dignissimos. Nesciunt harum non quia. Et labore tempora error ipsam magnam. Neque doloremque eum et temporibus et ab similique.

Laudantium esse beatae explicabo blanditiis mollitia quis. Temporibus voluptas corrupti expedita labore et illum aut. Accusamus maxime saepe eaque. Assumenda sit qui sit est. Harum nihil eum id et iure assumenda nisi maxime.

Expedita explicabo incidunt necessitatibus tenetur animi. Blanditiis sed fuga ipsa eos voluptates similique voluptatem inventore. Vitae perspiciatis nobis est aspernatur ipsa ipsam. Voluptatum et et sint. Nobis rerum dolor alias ad dolorum doloribus reprehenderit iste.

Placeat corrupti error ipsam eligendi eos modi et possimus. Sequi in enim molestias consequatur in sapiente suscipit. Quaerat fugit corrupti tempora animi delectus odit. Sint praesentium alias doloremque amet rerum et nobis nihil.","Wireless Bluetooth Headphones-atque non omnis et sequi","Wireless Bluetooth Headphones",False,"https://picsum.photos/id538/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
"17","https://www.amazon.com/dp/wGP2udpAZ4?tag=affiliate-20","fitness equipment","472.31","14679.99","1.2","hunter79@gmail.com","Arno",False,"Possimus adipisci asperiores et eum doloribus cupiditate voluptatum. Omnis non culpa modi aut sequi omnis quo. Consequatur aut reiciendis in velit. Est eos perspiciatis non iure qui sed ea quam. Culpa architecto vero quibusdam impedit dolorum quisquam quo et.

Minus natus et quisquam commodi. Magnam enim consequatur sint totam impedit ad. Voluptates deserunt est alias et saepe quo.

Officiis voluptas sed voluptas. Qui non culpa maxime et impedit eos. Error delectus fuga nostrum nostrum quo eos quae.

Voluptatem dicta pariatur expedita necessitatibus quaerat consequatur vel autem. Amet atque repellat sint neque. Sunt unde minus cum eligendi recusandae labore eum.

Tempore suscipit velit molestiae est eligendi deserunt quasi. Nostrum qui voluptatem maxime quam. Sit officiis maxime eligendi nulla est. Corrupti ea ut et nihil rerum id.","Adjustable Dumbbell Set-voluptates provident officiis et itaque","Adjustable Dumbbell Set",False,"https://picsum.photos/id504/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
"18","https://www.amazon.com/dp/gqGjtjItVd?tag=affiliate-20","office supplies","308.93","11293.65","1.1","tosinski@gmail.com","Brianne",True,"Quo minima quos maxime sequi est aut. Molestiae enim et facilis consequatur dolores at doloribus est. Possimus ut non quia sapiente molestias sit.

Corporis et consequatur et asperiores. Eaque quis ex consectetur id fugiat quasi odit. Incidunt deserunt molestiae rerum itaque corporis.

Fugit aut eum enim quo. Nemo veniam quibusdam dolores animi aut natus nostrum. Possimus totam nihil et ducimus aut ut. Unde dolores minus aut quia.

A exercitationem dicta accusantium necessitatibus. Qui ut culpa aliquam voluptas qui. Quasi quaerat animi quaerat. Aliquam suscipit distinctio unde.

Et voluptatibus unde ut occaecati dolores. Rerum quam cumque a recusandae. Omnis non dolore est repellat. Quos dolor voluptatem necessitatibus est vero incidunt sed. Enim aut perferendis et vero fugiat ut.","Modern Wall Art Canvas-consequatur debitis dolores ipsum earum","Modern Wall Art Canvas",True,"https://picsum.photos/id341/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
"19","https://www.amazon.com/dp/rPjgl8kVYl?tag=affiliate-20","electronics","232.54","17762.91","1.7","ronaldo43@gulgowski.com","Verda",True,"Dolores quaerat eius sit. Voluptatibus omnis reiciendis qui fuga. Aliquam excepturi et omnis ut quidem aliquid dicta.

Est sed ut fuga iusto cumque est porro eligendi. Aliquam autem nostrum quidem minima vel quas sit. Sed aliquid et nihil quasi quas accusantium error. Ut impedit numquam ex at.

Quae perspiciatis officiis necessitatibus ratione earum voluptas tempora. Commodi dicta id qui explicabo iusto. Non facilis nihil ea quibusdam animi minima. Non vel et consequuntur voluptas odio aspernatur animi. Modi quia tenetur autem ut laborum dolores ea.

Aut vitae fugit ut beatae optio. Omnis voluptatem illum sequi adipisci omnis. Magni ipsa rem cupiditate fugit quia occaecati nostrum. Suscipit suscipit soluta corrupti aut.

Quaerat dicta voluptatem dolorem voluptas maxime consequatur ad. A est molestias similique quis culpa. Nihil reiciendis autem unde et incidunt expedita. Eveniet illum ut enim est quae repellat.","Modern Wall Art Canvas-a aut sed fugit eligendi","Modern Wall Art Canvas",False,"https://picsum.photos/id787/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
"20","https://www.amazon.com/dp/SH4BSoqXuT?tag=affiliate-20","home decor","151.39","14580.01","2.4","judge27@jones.com","Daphne",False,"Omnis alias aliquid quo possimus officia praesentium. Autem mollitia omnis omnis ipsam alias incidunt veritatis eos. Nihil iste ab quis alias blanditiis qui est placeat.

Ut consequatur nihil nemo dignissimos et voluptatem. Est sunt deleniti impedit fuga aliquid quasi ea est. Voluptatem assumenda aut in qui odio voluptatum. Sequi error et et et voluptas recusandae nostrum sit. Soluta soluta minus et tempore aut consequatur.

Cumque deleniti non pariatur et et explicabo. Repellat velit vel veritatis omnis accusantium.

Repellat libero deleniti sunt aut quia eligendi. Architecto sed vel harum voluptatem dolores. Dolorum accusantium reprehenderit suscipit error distinctio est sit.

Quia eos blanditiis repellendus illo sequi voluptas. Quisquam eum est ipsum id cumque porro ipsum. Dolores at et officiis eos. Voluptatem rerum similique a tenetur.","Adjustable Dumbbell Set-qui qui et magni et","Adjustable Dumbbell Set",True,"https://picsum.photos/id824/800/600","2025-02-27 03:30:06","2025-02-27 03:30:06"
